Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
"[0.7484926581382751, 0.6903940439224243, -2.400375649358466e-07]","[0.7975073456764221, 0.5518108010292053, -0.07764586806297302]","[0.7097058892250061, 0.37609726190567017, -0.09200997650623322]","[0.55827796459198, 0.28530067205429077, -0.09666021168231964]","[0.4321051239967346, 0.27664893865585327, -0.09352051466703415]","[0.5109720230102539, 0.30012574791908264, -0.027384787797927856]","[0.3510715961456299, 0.21618176996707916, -0.07714876532554626]","[0.24550867080688477, 0.17250020802021027, -0.10219079256057739]","[0.14948734641075134, 0.13865794241428375, -0.12065014988183975]","[0.4516965448856354, 0.3966173827648163, -0.02015196532011032]","[0.33814287185668945, 0.3431575894355774, -0.08798623085021973]","[0.473277747631073, 0.4337347149848938, -0.08913940191268921]","[0.5473335981369019, 0.4500093460083008, -0.06861427426338196]","[0.42197638750076294, 0.4980723261833191, -0.026722535490989685]","[0.3296182155609131, 0.47216132283210754, -0.11413105577230453]","[0.46946728229522705, 0.5345463752746582, -0.09064780175685883]","[0.5335826873779297, 0.5321201086044312, -0.051158737391233444]","[0.4105297923088074, 0.6097042560577393, -0.040321607142686844]","[0.32945355772972107, 0.5879089832305908, -0.10456860065460205]","[0.4365610182285309, 0.6160420179367065, -0.08749890327453613]","[0.49504604935646057, 0.6158055067062378, -0.06018091365695]"
"[0.8147940635681152, 0.3297589123249054, 1.5425851529471402e-07]","[0.7659597396850586, 0.22620217502117157, -0.11952947825193405]","[0.6206632256507874, 0.1914685219526291, -0.19170179963111877]","[0.4829481244087219, 0.23965252935886383, -0.2540253698825836]","[0.35664138197898865, 0.2841334342956543, -0.31212881207466125]","[0.39578190445899963, 0.3467162847518921, -0.1637393832206726]","[0.21677611768245697, 0.4550977349281311, -0.2951682507991791]","[0.11815980076789856, 0.5331143140792847, -0.3697468936443329]","[0.038486212491989136, 0.6195998191833496, -0.41698282957077026]","[0.4440985918045044, 0.4663904309272766, -0.16753269731998444]","[0.36090442538261414, 0.457149475812912, -0.33086732029914856]","[0.523891806602478, 0.3493843674659729, -0.3641127645969391]","[0.6100499629974365, 0.2986329197883606, -0.35471004247665405]","[0.5386178493499756, 0.5553529262542725, -0.18560472130775452]","[0.5273531675338745, 0.5130527019500732, -0.3509804308414459]","[0.6724398732185364, 0.4061794877052307, -0.32634878158569336]","[0.7227609157562256, 0.3638647198677063, -0.2728917896747589]","[0.6580595970153809, 0.6253902912139893, -0.2128421813249588]","[0.6673753261566162, 0.5757022500038147, -0.3312687575817108]","[0.7534462213516235, 0.48090431094169617, -0.3170643150806427]","[0.7737977504730225, 0.4423539936542511, -0.28259825706481934]"
"[0.7822105884552002, 0.6161704063415527, 2.0554341517708963e-07]","[0.7961946725845337, 0.4674496054649353, -0.08364163339138031]","[0.6501951217651367, 0.2996062934398651, -0.10184317082166672]","[0.47032469511032104, 0.24476414918899536, -0.11168892681598663]","[0.3393940329551697, 0.24414566159248352, -0.11470253765583038]","[0.4567572772502899, 0.311897337436676, -0.03545495122671127]","[0.27771028876304626, 0.270510733127594, -0.10241908580064774]","[0.15608486533164978, 0.2593225836753845, -0.13981901109218597]","[0.05109104514122009, 0.23945826292037964, -0.16544079780578613]","[0.4217943251132965, 0.4252609610557556, -0.0309156384319067]","[0.28868091106414795, 0.4015762507915497, -0.13452860713005066]","[0.4326372742652893, 0.450944721698761, -0.1624104380607605]","[0.5335336923599243, 0.4577164947986603, -0.154219388961792]","[0.4220334589481354, 0.5364535450935364, -0.039642419666051865]","[0.32164114713668823, 0.5344628095626831, -0.15326902270317078]","[0.46874430775642395, 0.5649302005767822, -0.1430484503507614]","[0.5531848669052124, 0.5475568175315857, -0.105387844145298]","[0.44228237867355347, 0.6439621448516846, -0.05440627783536911]","[0.35633403062820435, 0.637631893157959, -0.135507732629776]","[0.4646286964416504, 0.650245189666748, -0.12519589066505432]","[0.537165641784668, 0.6382956504821777, -0.09805487096309662]"
"[0.8684793710708618, 0.48060405254364014, -3.3150035960716195e-07]","[0.8544151782989502, 0.36270150542259216, -0.11756959557533264]","[0.638576865196228, 0.2659717798233032, -0.1469721645116806]","[0.4242575764656067, 0.2900293469429016, -0.15072864294052124]","[0.301469087600708, 0.3375696539878845, -0.137918159365654]","[0.47262126207351685, 0.2943382263183594, -0.10528138279914856]","[0.305321604013443, 0.32591763138771057, -0.2036072015762329]","[0.205821692943573, 0.36197996139526367, -0.23938482999801636]","[0.09515038132667542, 0.3931581974029541, -0.25299930572509766]","[0.47726452350616455, 0.4254362881183624, -0.07201317697763443]","[0.3886728286743164, 0.4524417221546173, -0.16283130645751953]","[0.5710089802742004, 0.4388519525527954, -0.1281685084104538]","[0.5813822746276855, 0.4287615120410919, -0.07626273483037949]","[0.49810248613357544, 0.5400583744049072, -0.059836991131305695]","[0.43714556097984314, 0.5679954290390015, -0.17212563753128052]","[0.6036681532859802, 0.5302897691726685, -0.1084771677851677]","[0.6179144382476807, 0.5113392472267151, -0.03669636696577072]","[0.5334353446960449, 0.6448705196380615, -0.056667543947696686]","[0.5054362416267395, 0.6638084053993225, -0.12230232357978821]","[0.6199434399604797, 0.6232813000679016, -0.07738418877124786]","[0.635162353515625, 0.6111350059509277, -0.027330730110406876]"
"[0.5800039768218994, 0.8266493082046509, -6.164838737277023e-07]","[0.7416691184043884, 0.7198653221130371, -0.08733029663562775]","[0.8125434517860413, 0.5096231698989868, -0.10306423157453537]","[0.7387687563896179, 0.3399559259414673, -0.11552111804485321]","[0.6619466543197632, 0.21431002020835876, -0.1260116547346115]","[0.6926551461219788, 0.3503282964229584, -0.006189615931361914]","[0.6529501676559448, 0.1677984893321991, -0.05126798152923584]","[0.603065550327301, 0.06577995419502258, -0.06392580270767212]","[0.5679323077201843, -0.019442439079284668, -0.06922637671232224]","[0.571953296661377, 0.3730882704257965, 0.005791617091745138]","[0.5423902869224548, 0.23570513725280762, -0.09058048576116562]","[0.5754321813583374, 0.4143528640270233, -0.0974084883928299]","[0.6113510727882385, 0.5068719983100891, -0.0628175362944603]","[0.46311721205711365, 0.41528478264808655, 0.0019719847477972507]","[0.4416796565055847, 0.31231993436813354, -0.11974508315324783]","[0.4986918270587921, 0.48804786801338196, -0.09410003572702408]","[0.5372338891029358, 0.5695916414260864, -0.033419448882341385]","[0.3564976155757904, 0.4795765280723572, -0.007584705017507076]","[0.32930317521095276, 0.365030974149704, -0.09352119266986847]","[0.3866077959537506, 0.47595465183258057, -0.07088309526443481]","[0.42922282218933105, 0.5452027916908264, -0.02632121555507183]"
"[0.6397541761398315, 0.7566933631896973, -3.6875675846204103e-07]","[0.6838000416755676, 0.6395870447158813, -0.09563292562961578]","[0.6517481207847595, 0.4423351585865021, -0.11004187911748886]","[0.5413808822631836, 0.3061012029647827, -0.11103677749633789]","[0.4439258575439453, 0.22512879967689514, -0.09807073324918747]","[0.5763909220695496, 0.30464690923690796, -0.01684683747589588]","[0.46213051676750183, 0.18019552528858185, -0.07774709165096283]","[0.37836897373199463, 0.11233465373516083, -0.1156666949391365]","[0.29976484179496765, 0.03705665469169617, -0.14034338295459747]","[0.4968801736831665, 0.369808554649353, 0.002957270946353674]","[0.39573585987091064, 0.3220600485801697, -0.06815505772829056]","[0.4746335446834564, 0.43874382972717285, -0.08073152601718903]","[0.5310007929801941, 0.46345585584640503, -0.07217931747436523]","[0.4365282356739044, 0.4499291777610779, 0.004715282004326582]","[0.34196460247039795, 0.4139823019504547, -0.09184304624795914]","[0.4415815472602844, 0.5285858511924744, -0.08275524526834488]","[0.5051699876785278, 0.5454965829849243, -0.0526217482984066]","[0.3906785845756531, 0.5382602214813232, -0.0019942165818065405]","[0.3232899606227875, 0.5038697719573975, -0.08140752464532852]","[0.40257683396339417, 0.5825601816177368, -0.07893781363964081]","[0.4623603820800781, 0.6032974123954773, -0.058977674692869186]"
"[0.8220481276512146, 0.5875378251075745, 1.8786160183026368e-07]","[0.8097101449966431, 0.43752506375312805, -0.14193223416805267]","[0.6244391798973083, 0.31164973974227905, -0.17337661981582642]","[0.4243651330471039, 0.3167124390602112, -0.17733712494373322]","[0.2899550497531891, 0.35086768865585327, -0.15810367465019226]","[0.41359710693359375, 0.31661495566368103, -0.08586153388023376]","[0.20931565761566162, 0.3307687044143677, -0.1818673312664032]","[0.08616811037063599, 0.34209564328193665, -0.23214775323867798]","[-0.04006052017211914, 0.3339042365550995, -0.2600556015968323]","[0.40216749906539917, 0.4336022138595581, -0.042465612292289734]","[0.3177492320537567, 0.4609660506248474, -0.1142505630850792]","[0.5006076097488403, 0.4880790114402771, -0.09605211019515991]","[0.5377879738807678, 0.44791892170906067, -0.06439653784036636]","[0.4167121946811676, 0.5330511331558228, -0.025864550843834877]","[0.36054283380508423, 0.5584017038345337, -0.12554390728473663]","[0.5349514484405518, 0.5660700798034668, -0.09000477194786072]","[0.5560372471809387, 0.5158185958862305, -0.04204483702778816]","[0.4426904618740082, 0.6190042495727539, -0.02208767458796501]","[0.40817493200302124, 0.6341136693954468, -0.09301361441612244]","[0.5356845259666443, 0.6275033950805664, -0.07232681661844254]","[0.5631465315818787, 0.5988374948501587, -0.04124680906534195]"
"[0.8333637118339539, 0.4494817554950714, 1.7440076049979325e-08]","[0.7275686264038086, 0.32177889347076416, -0.08148033171892166]","[0.5277315378189087, 0.25562435388565063, -0.10235809534788132]","[0.3545892536640167, 0.3038663864135742, -0.11713661998510361]","[0.24847103655338287, 0.3828675150871277, -0.12510797381401062]","[0.3677518665790558, 0.36744004487991333, -0.031201116740703583]","[0.18711301684379578, 0.43806907534599304, -0.09879518300294876]","[0.07465547323226929, 0.5009022355079651, -0.1389911025762558]","[-0.02367722988128662, 0.5471304655075073, -0.16573327779769897]","[0.4016879200935364, 0.47478705644607544, -0.027886101976037025]","[0.2856384515762329, 0.5314490795135498, -0.13282114267349243]","[0.41808420419692993, 0.5082880258560181, -0.16204947233200073]","[0.499523401260376, 0.46253702044487, -0.1545805037021637]","[0.4629647135734558, 0.5645642876625061, -0.03761731833219528]","[0.39361968636512756, 0.6293995976448059, -0.14593437314033508]","[0.5181233882904053, 0.5812218189239502, -0.13544175028800964]","[0.5740481019020081, 0.5206344127655029, -0.09872623533010483]","[0.5383471250534058, 0.6430805921554565, -0.05451115220785141]","[0.47242411971092224, 0.6939101219177246, -0.12444212287664413]","[0.5544720888137817, 0.6477863788604736, -0.11159660667181015]","[0.60068678855896, 0.5928680896759033, -0.08426863700151443]"
"[0.8405553698539734, 0.3359183669090271, -6.009816502228205e-07]","[0.7588813304901123, 0.2170301079750061, -0.12419434636831284]","[0.5692283511161804, 0.170027494430542, -0.17095425724983215]","[0.4330560564994812, 0.25226259231567383, -0.19830644130706787]","[0.3385727107524872, 0.3355357348918915, -0.21071995794773102]","[0.38745543360710144, 0.3294978141784668, -0.1275404542684555]","[0.20148885250091553, 0.4358055591583252, -0.23748824000358582]","[0.10416287183761597, 0.5108267664909363, -0.282436341047287]","[0.006763279438018799, 0.5863140821456909, -0.30407804250717163]","[0.4529110789299011, 0.44369208812713623, -0.10847856104373932]","[0.39470839500427246, 0.4523504376411438, -0.23055005073547363]","[0.5626020431518555, 0.37144291400909424, -0.22178897261619568]","[0.5764637589454651, 0.3715282678604126, -0.18847642838954926]","[0.5233332514762878, 0.54701828956604, -0.10912337899208069]","[0.4577747583389282, 0.5581898093223572, -0.247203066945076]","[0.6031090021133423, 0.4629113972187042, -0.19728270173072815]","[0.6083781719207764, 0.46568241715431213, -0.13318981230258942]","[0.6115471124649048, 0.6402775049209595, -0.12042467296123505]","[0.5533479452133179, 0.6352522373199463, -0.21080058813095093]","[0.6401139497756958, 0.5400465726852417, -0.17207105457782745]","[0.6633304357528687, 0.533610463142395, -0.12273871153593063]"
"[0.8138782978057861, 0.6972088813781738, 3.493670988063968e-07]","[0.8756802678108215, 0.5502278804779053, -0.09737679362297058]","[0.8012759685516357, 0.38832589983940125, -0.1442752629518509]","[0.6715637445449829, 0.30815085768699646, -0.1798691302537918]","[0.5421997308731079, 0.29360947012901306, -0.20574790239334106]","[0.5656428933143616, 0.311666339635849, -0.08957786858081818]","[0.3712597191333771, 0.2590249180793762, -0.19488273561000824]","[0.24391183257102966, 0.22922451794147491, -0.2625313997268677]","[0.13208842277526855, 0.2012770175933838, -0.30482885241508484]","[0.4921149015426636, 0.43224865198135376, -0.08353739976882935]","[0.4090772867202759, 0.39998605847358704, -0.19134066998958588]","[0.5780875086784363, 0.49616527557373047, -0.20732176303863525]","[0.6631031036376953, 0.5168542265892029, -0.19730570912361145]","[0.45128798484802246, 0.5501744747161865, -0.09309911727905273]","[0.37147465348243713, 0.5164737701416016, -0.20785444974899292]","[0.5322148203849792, 0.5887894630432129, -0.17138849198818207]","[0.6058630347251892, 0.6024143695831299, -0.12197121232748032]","[0.431427001953125, 0.668361485004425, -0.11147212237119675]","[0.35765767097473145, 0.6466199159622192, -0.19478529691696167]","[0.4730401933193207, 0.6832534074783325, -0.16835865378379822]","[0.5334422588348389, 0.6887466907501221, -0.13048185408115387]"
"[0.7962294816970825, 0.720311164855957, -6.955058324820129e-07]","[0.6780184507369995, 0.651765763759613, -0.030230779200792313]","[0.5649023652076721, 0.5145379900932312, -0.021212324500083923]","[0.49500149488449097, 0.397234708070755, -0.014797219075262547]","[0.431449294090271, 0.3440244793891907, -0.005428795237094164]","[0.5393854379653931, 0.4246644079685211, 0.036695703864097595]","[0.41877537965774536, 0.32039767503738403, -0.0015875346725806594]","[0.315893292427063, 0.2784970998764038, -0.041553426533937454]","[0.23471787571907043, 0.25984519720077515, -0.06730922311544418]","[0.5883647203445435, 0.39533597230911255, 0.03052942268550396]","[0.46017971634864807, 0.29640263319015503, -0.004664785228669643]","[0.3595553934574127, 0.27774977684020996, -0.04353952407836914]","[0.28119805455207825, 0.2849375903606415, -0.06578725576400757]","[0.6492305994033813, 0.38202205300331116, 0.01254921406507492]","[0.520134449005127, 0.2870199382305145, -0.03313542157411575]","[0.41784676909446716, 0.283746600151062, -0.0637550801038742]","[0.34481731057167053, 0.29740840196609497, -0.07510253041982651]","[0.7206562757492065, 0.38192468881607056, -0.009630468674004078]","[0.6245359182357788, 0.28582245111465454, -0.05446191504597664]","[0.5344110131263733, 0.2749939560890198, -0.07323165982961655]","[0.46526482701301575, 0.29482224583625793, -0.07880061119794846]"
"[0.664292573928833, 0.6875466108322144, -5.162343086340115e-07]","[0.757282018661499, 0.5946680307388306, -0.09287110716104507]","[0.706268846988678, 0.40381860733032227, -0.11486504971981049]","[0.5781208872795105, 0.2800174951553345, -0.12595359981060028]","[0.4661880433559418, 0.22864118218421936, -0.13133445382118225]","[0.5191715955734253, 0.30196094512939453, -0.05221092328429222]","[0.37872764468193054, 0.1897088885307312, -0.11158114671707153]","[0.28258901834487915, 0.13243140280246735, -0.1377895027399063]","[0.20656439661979675, 0.0963435173034668, -0.15478754043579102]","[0.45370572805404663, 0.39156070351600647, -0.03935503959655762]","[0.3562634289264679, 0.33351629972457886, -0.1327420175075531]","[0.46618154644966125, 0.44338274002075195, -0.1420222669839859]","[0.5407010316848755, 0.4795803427696228, -0.121760293841362]","[0.41196170449256897, 0.484080970287323, -0.04094679653644562]","[0.33668696880340576, 0.46358194947242737, -0.15173456072807312]","[0.45691338181495667, 0.546845555305481, -0.13064906001091003]","[0.5229560136795044, 0.5589421987533569, -0.087199866771698]","[0.37856870889663696, 0.5832117795944214, -0.04971371591091156]","[0.3111921548843384, 0.5652576684951782, -0.1356043964624405]","[0.4082292914390564, 0.6168103218078613, -0.12608124315738678]","[0.4674196243286133, 0.6236957311630249, -0.0998508408665657]"
